,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent
3444,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,3,0
3445,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,5,0
3446,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,1,0
3447,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,12,0
3448,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,3,0
3449,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,20,0
3450,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,9,0
3451,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,17,0
3452,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,2,0
3453,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,7,0
3454,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,3,0
3455,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,4,0
3456,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,3,0
3457,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,12,0
3458,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,34,0
3459,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,1,0
3460,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,1,0
3461,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,2,0
3462,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,3,0
3463,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,2,0
3464,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0
3465,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX PIPIENS/RESTUANS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,3,0
3466,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX PIPIENS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,5,0
3467,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX TERRITANS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,1,0
3468,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,2,0
3469,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,22,0
3470,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,1,0
3471,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,8,7,0
3472,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX PIPIENS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,8,1,0
3473,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,8,0
3474,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,4,0
3475,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.614258,8,2,0
3476,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS,93, S DR MARTIN LUTHER KING JR DR,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.614258,8,7,0
3477,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,7,0
3478,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,4,0
3479,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,2,0
3480,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,6,0
3481,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,6,0
3482,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"6000 North Avondale Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,8,3,0
3483,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,15,0
3484,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,3,0
3485,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,1,0
3486,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,5,0
3487,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"2700 South Western Avenue, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,27, S WESTERN AVE,T034,"2700  S WESTERN AVE, Chicago, IL",41.843811,-87.686763,9,1,0
3488,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,5,0
3489,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,2,0
3490,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"2500 South Throop Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,25, S THROOP,T051,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,9,9,0
3491,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"2500 South Throop Street, Chicago, IL 60608, USA",CULEX PIPIENS,25, S THROOP,T051,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,9,3,0
3492,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,12,0
3493,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,3,0
3494,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX TERRITANS,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,1,0
3495,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.696293,9,2,0
3496,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,10, S CALIFORNIA AVE,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.696293,9,6,0
3497,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1800 West Leland Avenue, Chicago, IL 60640, USA",CULEX PIPIENS/RESTUANS,18, W LELAND AVE,T219,"1800  W LELAND AVE, Chicago, IL",41.966987,-87.674677,8,6,0
3498,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1800 West Leland Avenue, Chicago, IL 60640, USA",CULEX PIPIENS,18, W LELAND AVE,T219,"1800  W LELAND AVE, Chicago, IL",41.966987,-87.674677,8,2,0
3499,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,13,0
3500,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,6,0
3501,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"6400 West Strong Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,8,4,0
3502,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"6400 West Strong Street, Chicago, IL, USA",CULEX PIPIENS,64, W STRONG ST,T014,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,8,5,0
3503,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,12,0
3504,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,5,0
3505,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,1,0
3506,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,11,0
3507,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,1,0
3508,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX TERRITANS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,1,0
3509,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8,6,0
3510,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8,1,0
3511,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"6000 West Roscoe Street, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60, W ROSCOE ST,T005,"6000  W ROSCOE ST, Chicago, IL",41.942114,-87.776385,8,2,0
3512,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,9,2,0
3513,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,8,6,0
3514,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,8,5,0
3515,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"4900 West Sunnyside Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,49, W SUNNYSIDE AVE,T004,"4900  W SUNNYSIDE AVE, Chicago, IL",41.962728,-87.748367,9,23,0
3516,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,30, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,2,0
3517,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX PIPIENS,30, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,2,0
3518,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX TERRITANS,30, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,1,0
3519,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"4200 West 31st Street, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,42, W 31ST ST,T036,"4200  W 31ST ST, Chicago, IL",41.837085,-87.729384,9,5,0
3520,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"4200 West 31st Street, Chicago, IL 60623, USA",CULEX PIPIENS,42, W 31ST ST,T036,"4200  W 31ST ST, Chicago, IL",41.837085,-87.729384,9,1,0
3521,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,9,2,0
3522,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"2200 West Pershing Road, Chicago, IL 60609, USA",CULEX PIPIENS,22, W PERSHING RD,T060,"2200  W PERSHING RD, Chicago, IL",41.823065,-87.678378,8,2,0
3523,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,15,0
3524,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,9,0
3525,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX TERRITANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,1,0
3526,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,8,17,0
3527,1,2007-09-24,90,68,79.0,18.0,63,68,0.0,14.0,0541,1746, ,0.0,29.27,29.99,11.4,19.0,11.9,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,9,5,0
